Genre,Description
Black metal symphonique,"Le black metal symphonique est un sous-genre populaire du black metal. Emperor, Dimmu Borgir, Cradle of Filth et Bal-Sagoth en sont les principaux pionniers."
Bluegrass,"Le bluegrass est un genre musical, ayant émergé aux États-Unis, qui constitue une branche de la musique country. Son fondateur, Bill Monroe, originaire de la communauté de Rosine , entreprend dès les années 1940 de codifier et d'adapter aux publics modernes l'old-time music qui puise sa source dans les massifs montagneux des Appalaches, musique qui est elle-même à la croisée de diverses traditions, américaine  et européenne ."
Blues,"Le blues est un genre musical, vocal et instrumental dérivé des chants de travail des populations afro-américaines subissant la ségrégation raciale aux États-Unis. Le blues est apparu dans le sud des États-Unis au cours du XIXe siècle. C'est un style où le chanteur exprime sa tristesse, ses amours et ses envies."
Blues africain,"Le blues africain est un genre de blues qui se caractérise par l'utilisation, aux côtés des instruments classique du blues, d'instruments traditionnels africains."
Blues électrique,"Le blues électrique est un sous-genre musical du blues qui se distingue par l'utilisation d'instruments avec amplificateur, qu'il s'agisse d'une guitare, d'une basse ou d'un harmonica. Le blues électrique existe dans de nombreux courants régionaux de blues, comme le Chicago blues, le Texas blues ou le Memphis blues. Le blues électrique émerge au milieu des années 1950. La première vague de musiciens de blues électrique américains a inspiré la scène british blues des années 1960 avec des artistes comme John Mayall & the Bluesbreakers, Eric Clapton, The Yardbirds et la première incarnation de Fleetwood Mac, ainsi que des groupes de rock aussi connus que Led Zeppelin ou The Rolling Stones."
Blues rock,"Le blues rock est un genre musical mêlant blues et rock 'n' roll. Ce genre émerge au milieu des années 1960 lorsque les Rolling Stones adaptent d'anciennes chansons blues d'Elmore James, Slim Harpo, Howlin' Wolf, Muddy Waters et Champion Jack Dupree."
Blues touareg,"Le Tichoumaren ou blues touareg est un genre dérivé du blues. C'est la musique des ishumars , ce qui désigne la génération de Touaregs qui a connu la sécheresse, la répression de la rébellion de 1963-64 dans l'Adagh ensuite l'exil, puis les camps d'entraînement en Libye dans les années 1970-1990. En tamacheq, il existe un mot pour désigner ce courant musical : Assouf, qui signifie la nostalgie . Le groupe précurseur, qui a fait connaître cette musique internationalement, est Tinariwen."
Blues traditionnel,Le blues traditionnel  se rapporte à toutes les formes acoustiques de blues.
Boléro,"Le boléro est une danse de bal et de théâtre à trois temps, apparue en Espagne au XVIIIe siècle. En 1780, le maître à danser de Charles III, Sebastián Lorenzo Cerezo, le codifie et lui donne ses lettres de noblesse à la scène, participant ainsi à la naissance de la danse académique espagnole, l'« escuela  bolera »."
Bongo Flava,"La Bongo Flava, ou simplement Bongo, est le surnom de la musique tanzanienne. Le genre se développe dans les années 1990, principalement comme un dérivé du hip-hop américain, avec des influences du reggae, du RnB, de l'afrobeat, du dancehall, et des styles traditionnels tanzaniens comme le twarab et le dansi, un mélange qui forme un style musical unique. Les paroles du Bongo Flava sont généralement en swahili ou en anglais."
Boogaloo,"Le boogaloo, ou bugalú , est un genre de musique latine, ayant émergé dans les années 1960 aux États-Unis, puisant sa source d'inspiration dans le latin jazz, la rythmique afro-cubaine, le rhythm and blues et l'énergie soul noire du début des années 1960."
Boogie-woogie,"Le boogie-woogie est un style pianistique propre au jazz, consistant à jouer le blues primitif sur un rythme rapide, en le ponctuant d'une formule d'accompagnement constante par le jeu de la main gauche qui frappe la même mesure en triolets."
Bossa nova,"La bossa nova, ou bossanova, ou bossa-nova, familièrement la « bossa », est un genre musical né à la fin des années 1950 à Rio de Janeiro au Brésil. Elle prend ses racines dans la samba et le cool jazz. La bossa nova est devenue l'un des styles musicaux brésiliens les plus connus dans le monde. Elle se popularise significativement à partir du début des années 1960, d'abord au Brésil puis aux États-Unis et en Europe."
Bounce music,La bounce music est un genre musical énergique et sous-genre du Dirty South ayant émergé à la fin des années 1980.
Brass band,"Un brass band est un ensemble musical composé d'instruments de la famille des cuivres et d'une section plus ou moins importante de percussions. Il se distingue de la fanfare par son instrumentarium, son effectif, son répertoire et sa zone géographique."
Breakbeat,Le breakbeat désigne un courant de musique électronique caractérisé par la présence de rythmes binaires très syncopés et l'utilisation intense de polyrythmes . Le breakbeat s'oppose ainsi à d'autres genres de musique électronique au rythme plus régulier et stable telle que la house.
Breakbeat hardcore,"Le breakbeat hardcore  est un genre de musique électronique, dérivé de l'acid house, de la new beat et de la techno hardcore, ayant émergé à la fin des années 1980 et au début des années 1990 au Royaume-Uni. Le breakbeat hardcore est le précurseur du drum and bass et du oldschool jungle. Il se caractérise par des rythmes et lignes de percussions orientées breakbeat. Les disc jockey Carl Cox et Doc Scott ont été des représentants importants du genre à leurs débuts."
Breakcore,"Le breakcore est un genre de techno hardcore, ayant émergé au milieu des années 1990, caractérisé par l'utilisation de kicks distordus, de breaks, et d'une large palette d'échantillons, joués à un tempo accéléré. Il est dérivé et apparenté aux genres techno hardcore, drum and bass, digital hardcore, musique bruitiste, et musique industrielle. Le magazine Vice compare l'agressivité du breakcore à celle d'autres genres musicaux utilisés lors d'interrogatoires au Camp de Guantánamo ; il met particulièrement en avant Venetian Snares comme l'un des pionniers du genre. Le genre trouve son origine dans le darkcore."
Britpop,"La Britpop est un sous-genre musical de la pop issue du rock alternatif britannique ayant émergé mondialement à la première moitié des années 1990. Il est caractérisé par l'apparition de groupes influencés par des formations anglaises des années 1960 et 1970, tout en créant d'intéressantes dérivations. Très populaire auprès des jeunes entre 1994 et 1997, il est d'autant plus critiqué pour son manque d'innovation."
Broken beat,"Le broken beat, ou bruk, est un genre de musique électronique avec une forte influence jazz ayant émergé au Royaume-Uni à la fin des années 1990."
Brutal death metal,"Le brutal death metal  est un sous-genre du death metal apparu aux États-Unis au début des années 1990 avec des groupes tels que Cannibal Corpse, Suffocation ou Mortician."
Bubblegum pop,"La bubblegum pop  est un genre de musique pop conçu et commercialisé dans le but d'attirer un public adolescent et préadolescent, souvent dirigé par des producteurs et utilisant des interprètes inconnus. La prolifération de la musique bubblegum prend place entre 1967 et 1972. Une seconde vague du style s'entame deux années plus tard et se poursuit jusqu'en 1977, année où le disco gagne en notoriété et où le punk rock émerge. Des artistes comme Britney Spears ramèneront également ce genre vers la fin des années 1990."
Bubblegum dance,"La bubblegum dance, aussi connu sous le nom de happy house, est un genre musical dérivé de l'eurodance. Il est habituellement caractérisé par des paroles « naïves » et de sons joyeux,,. La bubblegum dance contient habituellement plus de son pop que l'Eurodance."
C86,Descripción no encontrada
C-pop,"La C-pop, une abréviation de musique populaire chinoise , définit un genre musical produit par des artistes et groupes originaires de la république populaire de Chine , de Hong Kong et de Taïwan. D'autres artistes du genre sont originaires d'un pays dans lesquels la langue chinoise est d'usage courante comme Singapour et la Malaisie. La C-pop ne recouvre pas seulement la pop chinoise, mais également le R&B, les ballades, le rock chinois, le hip-hop chinois et l'ambient chinois. Il existe trois principaux sous-genres de la C-pop : la Cantopop, la Mandopop et la T-pop."
